title,release_date,runtime,original_language,overview,poster_path,genres,production_companies,production_countries,spoken_languages,keywords
Gamak Ghar,18-10-2019,91,hi,"In a north Indian village, a family reunites at their ancestral home to celebrate a new birth in the family. Itü??s a joyous, carefree occasion. Over the next two decades, through festivals and feasts, births and deaths, the film observes one house as it ages and falls to neglect.",/ir2Y4N2I8L2W95JI7byURRoJr80.jpg,"Drama, Family",Achalchitra,India,,"home, nostalgia, family, achal mishra"
Zahreelay,26-01-1990,0,hi,"After being critically wounded and losing his left arm, Captain Jaswant Kumar is discharged from the Indian army and goes to live with Journalist A.V. Razdan in Shanti Nagar, Bombay. Ironically, Shanti Nagar is far from peaceful as it is ruled by extortionists like Peter Gonsalves and Jaichand Khurana who work for underworld don, Taneja. Jaswant and a local taxi-driver, Raju Varma, decide to put up a fight and attempt to drive the goons away - with considerable success much to the chagrin of Taneja, who hires a killer named Raaka to do away with them. Instead they end up befriending Raaka and join forces against Taneja himself. But Jaswant and Raju will soon find out that Raaka never befriends anyone and always disposes off his enemies when they end up getting arrested for smuggling and are sentenced to two years in prison - leaving Taneja and his men to carry on with their nefarious activities.",/aYPVY072jTVrlwVVOCEHqJRaUY.jpg,,,,,
Jai Vikraanta,24-03-1995,186,hi,"Choudhary Amar Singh is a farmer in rural India and lives a modest lifestyle with his wife, Sharda, and son, Vikraanta. He excels in sugar cane production and is presented an award and a tractor by the State Government. He has named his farm after his son, and expects him to continue farming.",/aYob3iNeSt9vjpIYWjlEhrYhrmB.jpg,Action,,,Hindi,
Watan Ke Rakhwale,14-08-1987,154,hi,"Baffling the authorities, a secret organization with powerful connections is creating havoc and getting away with loads of money. But their criminal run may be drawing to an end as an astute secret agent closes in with plans to bring them down. Unfortunately, the gang of baddies is tipped off to his activities and devises a counter-attack designed to eliminate him permanently.",/wlhKHXd1HDc4GRNdmrZ71aix2I2.jpg,"Action, Thriller, Drama",,India,Hindi,
I Proud to Be an Indian,13-02-2004,129,hi,"Indian (Sohail Khan), or I, as he goes by, is distraught when he must move to London with his father in order to live with the rest of his family, who have been living in England for a while. Once there, I begins to realize that many of the minority families are being bullied by white skinheads, and he decides he must get involved in order to stop the cycle of hatred.",/vuAn7MLLpw6837Q0PU8nSxDfzJ1.jpg,"Action, Crime, Drama",Sohail Khan Production,India,Hindi,"racism, racial tension, white supremacists, skinheads"
Sahi Dhandhe Galat Bande,19-08-2011,120,hi,"Rajbir is sentenced to a year in jail for Assault while his friends, Sexy, Ambani, and Doctor, are not charged. After his discharge, he reports to their boss, Fauji, an ex-army officer, who, at one time was a bank security guard, was unsuccessful in looting it, ended up as a gangster, and now wants to be an MLA. Fauji is then hired by the personal assistant, Rawat, of the Chief Minister, Jaya Gulati, to disrupt the non-violent agitation led by Malik against the government's Land Acquisition legislation - that empowers it to acquire land at very low compensation from farmers and allow it to powerful and influential industrialists like Aggarwal - who has paid her a huge bribe. Rajbir and his crew find out that the village is their hometown and decide to support the activists. They are turned down as the group does not want their demands tarnished by the involvement of ex-convicts/goons.",/7DrTNMIKAep8Zc0R1wORuQwqyjU.jpg,"Action, Comedy, Drama",,India,Hindi,
Tell Me O Kkhuda,27-10-2011,130,hi,"After finding she was adopted as child, a young woman sets out to look for her biological parents.",/xTkh2sPbQjKxj0QblitCr0wBdvV.jpg,Family,H. M. Creations,India,"English, Marathi, Turkish, Hindi",
Rajdarshan,21-03-2017,80,hi,"When Lambodar Bhatt is given the opportunity to have his soul transported into King Nandü??s body, he thinks of it as a way to make things right and become rich. However, once Lambodar becomes the King, he finds himself turning into the same exploitative and frivolous king that Nand was.",/s2leASvqyFdNljDbOjjdEVoh0aN.jpg,Comedy,"Chhoti Production Company Pvt. Ltd., CinePlay Digital",India,Hindi,
Banjaran,08-11-1991,0,hi,"The only daughter of the Chief of a band of gypsies, Reshma is strangely drawn to the only son of a rich and wealthy man, Kunverji. Strangely enough also, she finds out that Kunverji has drawn a portrait of her's even before they met each other. When Kunverji looks into this further, he finds that both he and Reshma are lovers from a past birth, and they were fated to meet in this birth, as they were unable to wed each other in the last birth. This fascinates both of them, however, Reshma's and Kunverji's dads are furious at this, and attempt to make sure that the two are separated. Reshma has been promised to wed Shakti Singh; and Kunverji is to wed, Neha. Will these two lovers be separated again during this birth?",/hB8kAdK5JDvkIIEsTJaRSas8unx.jpg,"Drama, Romance",,India,Hindi,"gypsy girl, past life"
Dil Jo Bhi Kahey...,07-12-2006,144,hi,"During the British rule in India, several Indians were lured by the British to travel to distant Mauritius where they would have a better life. Upon reaching this island, the Indians were enslaved, tortured and made to labor in what is now known as the ""Coolie Ghat"". After the British left India, the Indians in Mauritius decided to continue to live there along with other nationals from different countries.",/boSr1IpelWee87Lf88l5biw2fcf.jpg,Romance,Entertainment One Pvt. Ltd.,India,"Hindi, English",
Darwaaza Bandh Rakho,04-08-2006,108,hi,"Four men form a gang with a plan of making a quick buck by kidnapping a rich girl for ransom. Not being prepared for unforeseen situation, they are forced to barge in and take shelter in a house and take the people in the house as hostages",/h0soAB21v4cenk0pVYI2esAxkEo.jpg,"Comedy, Crime",RGV Film Factory,India,Hindi,kidnapping
Hatya,03-06-1988,0,hi,"After the passing away of his wife, Sheila, and child, Raja, Sagar takes to drinking as well as singing and dancing at weddings and special occasions. Intoxicated heavily after one such event, he comes across a young male child lying in a garbage can, and takes him home. He subsequently comes to know that the child, who he decides to name Raja, is deaf-mute since birth, and decides to adopt him. Sagar's life will be turned upside down when a wealthy businessman, Kailash Nath, files a police complaint alleging that Raja is his grandson, and Sagar may have abducted and killed Raja's mom. Tortured and held in a cell, Sagar does not know that Raja's life is in danger by killer(s) who believe Raja saw them commit a murder.",/1B1EhhwsaQqxDHGujSYpFdpNNzl.jpg,"Drama, Action",,India,Hindi,
Ramaa: The Saviour,12-11-2010,140,hi,"Ramaa - The Saviour is a 2010 Bollywood adventure film produced by Paul London, written by Reshu Nath and directed by Hadi Ali Abrar. The film stars Sahil Khan and Tanushree Dutta and features the WWE wrestler, The Great Khali in his second Indian movie after Kushti",/b4u4jggBW4JyTaF5rzgLS1ws7xX.jpg,"Adventure, Animation, Drama, Action, Family",,,Hindi,
Qila,10-04-1998,160,hi,"When an abusive landowner is murdered, his twin brother sets out to find the killer but quickly discovers that everyone, it seems, wanted him dead.",/uJMFMdKnYzP32o93zBm92dWSugJ.jpg,Drama,,India,Hindi,
Haal-e-Dil,20-06-2008,124,hi,"While traveling by train Shekhar attempts to woo Sanjana Sharma, but finds out she had given her heart to a former boyfriend, Rohit, who is no more. Both share some misadventures en-route to Simla, and upon arrival Shekhar openly declares his love for her knowing fully that this decision will bring nothing but heartbreak for him.",/o8iyHl67gXnUYnXxgrtFNCy3Gyn.jpg,"Drama, Romance",,,Hindi,
Phool Aur Angaar,02-08-1993,0,hi,Action-packed thriller featuring Mithun Chakrobarthy,/9AmfN22vHywQ76GyC4llFXYwGy1.jpg,,,India,,
The Relationship Manager,18-07-2020,18,hi,Relationships are never easy and making adjustments aren't always the answer.,/4X63vBHcgsD25Cf0wzw3k80YnSx.jpg,Drama,Friday Filmworks,India,Hindi,
Badaltey Rishtey,11-03-1978,136,hi,"Sagar Singh is a businessman who lives in scenic Simla with his widowed mom; brother, Bipin, his wife, Urmila; sister, Prema; and brother, Kishan. When he returns from USA, he meets with Prema's music teacher, Savitri C. Thakur, and falls head over heels in love with her. The Singhs approve of Savitri and soon the couple are married. What Sagar does not know is that Savitiri loves another man by the name of Manohar Dhani, who is the local tourist guide, but cannot marry him, as according to an astrology professor her husband is fated to die within the first 40 days of her marriage. She keeps her affair a secret from Sagar, but Manohar shows up - and he makes his intentions quite clear from the beginning - that he is here to marry Savitri, by hook or by crook, even if he has to kill Saga",/x5GnrNdhQuLb7TuY9Wgi6ZZNvXw.jpg,"Drama, Romance",,,Hindi,
Diwana,01-01-1967,171,hi,"Meet Pyarelal, a simple-minded, naive young man, orphaned at birth, living with a Muslim landlady, Fatima, who treats him like her son. When the police arrest Pyarelal on the charge of murder, no one really believes that this harmless man could harm anyone, leave alone kill. Their belief is shattered when Pyarelal openly admits in Court that he has indeed committed this crime, and demands capital punishment for it.",/pKcw1g02TDCPTWYjnuKVGquVwVr.jpg,"Music, Romance",,,Hindi,
Durga,20-07-2020,15,hi,"Durga is a movie directed by Abhishek Roy Sanyal featuring Raghuvir Yadav, Sharvari Manoj Kashid.",/o930uPaXiIdn6K0Ja8iYnrHrYTr.jpg,Drama,Window Seat Films,India,Hindi,
Pyar Hi Pyar,17-10-1969,135,hi,"At an orphanage, Kailashnath identifies Vijay as his biological son and takes him home. Years later, a man named Ashok arrives and claims to be Kailashnath's real son.",/hd0uN96kRVAjWBna32ebym36s2N.jpg,Romance,R.S. Productions,India,Hindi,
Tyagi,29-05-1992,142,hi,"Shankar, as the eldest son of Choudhry Gangaprasad Dayal, has always made sacrifices for his two siblings, Shakti and Prem. He financed them by mortgaging his valuables and property, much to the chagrin of his dad. When Shakti rapes Sujata and is arrested, Shankar negotiates with Sujata and gets her to withdraw the complaint and marry Shakti.",/rc1ucedWUkA9Nsqp6SZndcoIXVz.jpg,Drama,,India,Hindi,
John Jani Janardhan,25-10-1984,0,hi,A 1984 Hindi movie.,/e6BYczX4OhNNkKQOswyKlywQ7MP.jpg,"Action, Drama",,,Hindi,
Baharon Ki Manzil,01-01-1968,160,hi,"Meena Kumari wakes up thinking she is Radha. Everyone around her, Subodh Rai, daughter Nalini, friends, and society believe she is Nanda. 16 years before, the date of the film, SS Fort Stikine exploded in Mazgaon, Bombay bringing destruction, and due to the World War II censorship, not much detail was generally available. Casualty figures vary, but the explosion was of such intensity that it was recorded in Simla - about 2000 kms away. Fact and fiction come together in a dramatic way. Nanda and Radha are two sisters, living with their wealthy parents near Mazgaon Docks. Nanda is married to Subodh Rai from Darjeeling and has a daughter, Nalini. This family is affected by the blast. Rajesh Khanna (Dharmendra) a psychiatrist takes on the case of Meena Kumari. Every bit of evidence points to Meena Kumari's instability. Her attempts to prove that she is Radha and not Nanda turn out to be futile. Is Meena Kumari Nanda or Radha? Is she insane or being driven insane? Can she prove who she is?",/xJECnMWzbH1sqDDnYEBeArH1Wd3.jpg,"Mystery, Thriller",,,Hindi,
Uttar Dakshin,13-11-1987,0,hi,"At the time of his mother's death, Raja comes to know that his father is still alive and living a wealthy life. Raja now befriends Shankran, his step-brother.",/hWL05s5jMBSyIqDvhxwyVMt9dsA.jpg,,,,,
X Zone,25-09-2020,97,hi,A group of friends plan a holiday at a lonely farmhouse but their vacation soon turns into a nightmare when they realise the bungalow is haunted. Will they escape?,/vvHcqYgsW89FFDyayqlNaXWuXbk.jpg,Thriller,,India,Hindi,
Nishant Tanwar : Dilli Se Hoon B*@!%D,06-04-2018,59,hi,"Delhi boy Nishant Tanwarü??s latest stand-up special ü??Dilli Se Hoon B*@!%Dü?ù is a code for all Delhiites to abide by. Known as bhai by his fans, Nishant shares hilarious life experiences, the background he comes from, his dad, his friends, his girlfriend and his girlfriendü??s boyfriend.",/9y0j4xgGdZhfZRmBJdUAIsBtBb1.jpg,Comedy,OML Entertainment,India,"English, Hindi",stand-up comedy
Lootere,02-04-1993,0,hi,Anajali is taken far away from the city by police officer Karan. Her life is in danger as an eye witness in a murder case.,/qfS0a9FPBWq9nSpeyjGmKUBE4rK.jpg,,,,Hindi,
Angaaray,24-07-1998,141,hi,A police inspector (Akshay Kumar) learns that his childhood friends are working for a criminal and goes under cover to bring the crook to justice.,/rId28SGBwfKcTzmcWQly2tf8OfL.jpg,"Drama, Action, Crime",,India,Hindi,
Naya Din Nai Raat,07-05-1974,141,hi,"Sushma believes that she is too young to get married, but her father, Lalla Banarsilal insists, and she runs away. Her adventures take her to a lonely wealthy widower with a cute daughter named Guddi; a drunken lout in a brothel; Dr. Kruparam, a psychiatrist, who admits her in his mental hospital; a dreaded bandit who has killed his tormentor, cut him into pieces and fed them to birds, and who still on a killing spree; Pandit Gorakhnath who lives a double life - as a priest and as a smuggler; a leper Dhanraj, who once was a very wealthy man, but is now shunned by everyone; a transvestite stage actor; and a hunter who saves Sushma's life by shooting dead a man-eating lion. As things spiral out of control for Sushma, there is yet one more male she has to meet, and it is this meeting that will change her life even more.",/xRtMxm16XXuo0ZnVHVeyKJDRzhY.jpg,Drama,,India,Hindi,
Sherdil: The Pilibhit Saga,24-06-2022,121,hi,"Inspired by the real events that took place in the Pilibhit Tiger Reserve where people used to leave their elderly family members for tigers to prey on, and then claim compensation from the administration, it is a story of Gangaram, a patriarch of a farmer family entrenched in poverty because of three consecutive failed monsoons. He enters the forests to adopt the infamous Tiger practice to give up his life so that his family can have two square meals, however, what follows next is a series of unprecedented events.",/aV7kHlayv6kfrhHyi31GCWjj0hz.jpg,Drama,"Reliance Entertainment, T-Series",India,Hindi,
Hungama Bombay Ishtyle,01-01-1978,80,hi,"Mani, daughter of a rich businessman, becomes friends with street children and goes around town having fun with them. Family of Mani is trying to locate her through constable Sakharam who in turn relies on his dog Tiger. Meantime villain Aunty and her sidekick Bundledas plan to kidnap Mani, which is overheard by Jaggu. The street children all the time keep hiding Mani and protect her.",,"Comedy, Drama",,,,
Sanyasi,04-07-1975,161,hi,"Renukadevi is widowed and the mother of a son named Ram. Her husband had indulged in all possible vices, and passed away unexpectedly. Her father-in-law, Rai, does not want Ram to repeat his father's mistakes, and teaches him all the positive values of the Hindu religion, in particular the contents of the Holy Book ""Geeta"". As a result, Ram refrains from all known vices, is an expert in yogic exercises, decides to live the life of a celibate, and refuses to marry anyone. When Rai passes away, Renuka asks Ram to fulfill his grandfather's last wishes, one of which was to get married. She even arranges his introduction to Aarti, an attractive young woman. But Ram is convinced that marriage is not for him.",/brW8eh0k04YNxuTGDwYKdewf44b.jpg,"Drama, Family",Filmnagar,India,Hindi,
Halo,07-02-1996,92,hi,Story of a little girl who is searching for her lost puppy in the streets of Bombay and the variety of people that she meets.,,"Drama, Family",Children's Film Society of India,India,Hindi,
Junglemahal: The Awakening,20-01-2023,143,hi,Loosely based on real incidents in the monsoon of mid 80s during the uprising of naxalites in eastern ghat range a group of travellers travels through the deep forests to reach the rescue camps. A series of mysterious incidents started taking place around them as the place is not what it seems.,/yzF6iOvPw4lc5nF5zxm8JywVVAc.jpg,Horror,Arunava Chowdhury Productions,,Hindi,
Apradhi,28-10-1992,159,hi,"Satyaprakash is an honest security officer who works at the docks in a small town in India, and lives with his parents, Mr. and Mrs. Vishambernath; wife, Janki, a blind daughter, Munni; and an unmarried sister, Juhi. He hopes to make enough money to get Munni's vision back and ensure that Juhi gets married and the rest of the family are looked after well. Before that could happen, he is killed. When the Police come to his house looking for his killer, Janki, unknowingly shields the killer, but when she finds out the truth, she tells them about his location, but the killer flees.",/nlyQ5NktH3Z2QSoEWzRdJVNAIm9.jpg,"Action, Crime, Drama",,India,Hindi,
Police Officer,05-06-1992,157,hi,"Twin brothers Jai, a cop, and Kishen, a conman. After Jai is killed, Kishen takes his place to take revenge on his killers.",/j91CnZnYdb192FiDU9AnTFv1YT8.jpg,Action,,India,Hindi,
Pyar Ka Mausam,01-01-1969,153,hi,A man learns that the people who raised him are not his biological parents.,/uXhHFSRLP33EIaggOZHygPrM1W.jpg,"Drama, Music, Romance",United Producers,,Hindi,
Lal Patthar,31-12-1971,153,hi,"Raja Kumar Bahadur alias Gyan Shankar Rai has been a total abstainer all his life, never touching a drop of alcohol, and keeping away from women and all known vices all his life. Then one day he sees a young woman named Saudamani, and instantly falls in love with her. He finds out about her background, and virtually buys her, and brings her to his palatial home. This is when he takes to drinking, and wooing her, and renaming her Madhuri, but refrains from marrying her. Years later, he sees another beautiful woman, about half his age, named Sumita, meets with her parents, pays off their debts, and marries her in the bargain.",/adFlUKv9V3eVFsH4JHKhn6WbEfg.jpg,Drama,,India,Hindi,
Chhupa Rustam: A Musical Thriller,23-03-2001,127,hi,"A tough and rowdy look-alike takes the place of a rich young man, who has family problems and enemies.",/g0EJF54aRD9GXncQmuiDkVvhV9w.jpg,"Thriller, Romance",Seven Arts Productions,India,Hindi,
Prem Deewane,01-01-1992,167,hi,"Radha (Pooja Bhatt) and Manohar (Vivek Mushran) love each other and want to get married, but Radha's dad (Ashok Saraf) does not approve of their marriage as Manohar comes from a poor family. He instructs Radha not to leave the house, but Radha finds a way to escape and goes to Manohar's house. Anticipating more obstacles, they run away, guided by Radha's uncle Natwarlal(Prem Chopra). Natwarlal convinces them that they must kidnap a wealthy person and demand a big ransom and take the money to appease Radha's dad. It is then they start to realize that their uncle has some other devious plans for them.",/yOsxK8n4GgzNPbbtMAWq8G232VT.jpg,"Action, Romance",,India,Hindi,
Ek Tha Raja,12-01-1996,157,hi,"When Lalchand is released from prison, he finds out that his son Jay has been adopted by the Commissioner of Police. However, his other son Raj has been assigned to kill him.",/lCQddeuBl0FMjxo8AGUEW3AIBKa.jpg,,,,,
Kaamchor,24-12-1982,100,hi,"Suraj has been a slacker all his adult life. He hates any kind of work - rather it's paying or volunteer. One day he gate-crashes a wedding ceremony and finds out that the groom is to live with his In-laws. To his delight, he finds out that the bride has an unmarried sister. And so Suraj starts to woo the unmarried sister, Geeta. Slowly Geeta falls in love with Suraj, and with the approval of her wealthy dad, Rai Bahadur Chunilal Sanghvi, both get married. Suraj now looks forward to an easy life at his In-laws, but that is not to be so, for Geeta wants to move out. Suraj goes along with Geeta, but then starts showing his true colors, and openly demands a share in his wealthy father-in-law's estate, even if it means taking the family to court.",/AkmqIFqcGdjAKT8kv22dU7TBhtv.jpg,"Drama, Family",,India,Hindi,
Gaiir,06-11-2009,0,hi,Bollywood 2009,/9bj9Y8NO0eezc8mEa8Sbhl6UWR6.jpg,,,,,
Gandhi to Hitler,29-07-2011,108,hi,"Chancellor Adolf Hitler assists Azad Hind Fauj, led by Subhas Chandra Bose, which include a group of Indians who are frustrated with the Gandhian manner of non-violence to compel the oppressive British to quit their country. Punjab-based Balbir Singh is one such member of the Fauj, who has left his wife, Amrita, and son, Veer, behind. Ironically, Amrita is a follower of Mohandas Gandhi, and patiently awaits her husband's return home. Mohandas writes to Adolf, addressing him as 'dear friend', imploring him to end the violence. The allies, which include America, Russia, Britain and France close in on the Germans, while Adolf, a little perturbed by defectors, but still in company of many loyal supporters, is determined to continue, and even makes preparations to wed his mistress of 12 years, Eva Braun. Meanwhile Balbir and the rest of the Fauj must risk their lives through treacherous territory..",/lFbJof90OPImS1lvCYhORnFiibZ.jpg,,,,Hindi,"nazi, mahatma gandhi"
Khwahish,10-11-2003,152,hi,"A story bout a relationship that's ended. Khwahish traces the sexy, funny and intense relationship of Amar Ranawat(Himanshu Malik) and Lekha Khorzuvekar (Mallika Sherawat) from the time they meet in the last semester of college, their quirky romance, marriage and its ups and downs to the tragic end five years later. Probably the first Bollywood musical about the trials and tribulations of a young Indian urban couple.",/vghpheZzXrJJ2MpkFRB1QGISmCg.jpg,"Drama, Romance",,India,Hindi,"romance, remake, class differences, fatal disease, wealth differences"
Naughty @ 40,14-04-2011,108,hi,"Laxminarayan Kapoor lives a wealthy lifestyle in London along with his religious wife, Maya; son Ravinder; and two nephews, Sandeep and Randeep. While the nephews have adapted themselves to the country and women, Ravinder is still a virgin at 40, and is a sleep-walker. After getting his leg pulled constantly, he asks his father to get him married, and is introduced to a statuesque beauty - who rejects him after discovering his sleep-walking disorder. His parents then get him married to Gauri, and he hopes to end his celibacy, in vain albeit, as she turns out to be child-like and naive. Frustrated, unable to get intimate he befriends a Caucasian female, Sharon, and decides to marry her. Watch what response he gets, and the impact this has on everyone.",/mwKGjpYXFUfIjwCJE1Ranpxnu8f.jpg,"Comedy, Drama","Gangani Multimedia, Srishti Creations",India,Hindi,
Comedy Couple,21-10-2020,117,hi,"A story of two stand-up comedians, Deep and Zoya, and how they try to navigate their way through their relationship while joking about it on stage!",/mY3UO6GFnxhyjV3Ogmij9ZWJGem.jpg,"Comedy, Romance, Drama","Yoodlee Films, Saregama India",India,"English, Hindi","romance, stand-up comedy"
Sangram,18-06-1993,156,hi,"Thakur Surajbhan Singh Kanwar forces Thakur Shamsher Singh Rana sister to commit suicide thus the two business-men became enemies. Years later Surajbhan's son, Raja and Rana's daughter, Madhu meets and gets acquainted with each other which forces Surajbhan and Rana to join hands on condition that Raja will only get marry to Madhu. But on the engagement day Raja announces that he is in love with a poor woman, Palavi which forces Madhu to attempt suicide thus throwing both the families back to square one - this time such an enmity that will lead to blood-shed.",/oZmrEJ3cc4ZN4nFf1kuoQzP6rOx.jpg,"Drama, Romance",,,Hindi,
Dharam Karam,01-12-1975,159,hi,"Not wishing his son to grow up like himself, a brutish criminal secretly swaps his baby for that of a wealthy entertainer. Is the boys' destiny written in their genes or can the change of environment make a difference ? Their lives and those of their fathers inevitably collide.",/4C0NBkOwHTmDcoAACGbwWbU5Jkd.jpg,,R.K. Films Ltd.,India,Hindi,
Bandie,10-03-1978,141,hi,"Maharaj Brajbhan lives a wealthy lifestyle in Bharatpur, India along with his wife, Badi Rani, but have been unable to conceive for Bharatpur, and have no choice but to leave it's reigns with Brajban's widowed cousin, Vikram, and his son, Kanchan. When Vikram finds out that Badi Rani is pregnant, he plots to first sully her character by having her abducted, then shunned by the Maharaj, and then decides to have her killed. But her killer has a change of heart and lets her live. She gives birth to a son, names him Bhola, and starts living a simple lifestyle in a Mandir with the help of it's Poojary. Years later Vikram finds out she is alive and kills her, as well the Poojary and the Poojary's son. Bhola witnesses this, manages to escape, starts to live with a poor widow, grows up uneducated, and makes a living through crime.",/r4qUBQdSbywDOQEWtGRu1tmVKWB.jpg,"Drama, Family",,India,"Russian, Hindi",
Sultanat,29-07-2014,150,hi,The movies follows conspiracies against Aslam Bhai through which he has to save his family and honor.,,"Action, Drama, Romance",A B Pictures,Pakistan,"Hindi, Urdu",musical
8 PM: A Murder Mystery,01-01-2008,120,hi,A cop investigates about a serial killer who follows a pattern of killing a fashion model at 8 PM.,/hPZjjzgXe41nG6unu4Fbcduce7g.jpg,"Crime, Mystery, Thriller",,,,serial killer
Kalicharan,07-02-1976,143,hi,"A police officer goes undercover to catch a wealthy and reputable person, who is involved in criminal activities.",/vkKMmkZVntE2qj52W9C2UhBVhAr.jpg,,,India,Hindi,
Pighalta Aasman,01-03-1985,0,hi,A wealthy businesswoman falls in love in Kashmir. But as the couple reunites in Delhi jealousy rears its head.,/qp8p8WKxpjHxfXXVFYDifL2SOVn.jpg,Romance,,,Hindi,
Hawa,04-07-2003,120,hi,"Sanjana lives in a big city along with her husband and two daughters. But things are not quite rosy as the couple faces a disastrous situation in their life which leads to divorce. Sanjana along with her brother, Vicky, her two daughters and a dog relocates to a lonely house in a forest. While residing there Sanjana begins to see some odd situations taking place especially when her house is struck by lightning, her dog attacked her and she and her daughters are mysteriously raped.",/qr4c93U4by1ukQjkS2UO3QE9lHA.jpg,"Drama, Horror",,,Hindi,rape
Ghoonghat,25-07-1997,120,hi,"Vijay wants to become a singer but his father doesn't support him. Meanwhile, Daksha, a beautiful girl, comes to stay in the same community where Vijay lives and transforms their lives.",/eZMoieVnTAOExCZgarB0rV9MXoq.jpg,,,,Hindi,
Everything is fine,10-05-2018,18,hi,"'Everything is fine' is a powerful short by #MansiNiraJain that will make you pause and ask your mother, ""How are you?ü?ù and truly listen to her reply like you have never listened before.",/rFvuRXfQ5kSerSg3WwT64qLWTVF.jpg,Drama,Royal Stag Barrel Select Large Short Films,India,Hindi,
High Jack,20-04-2018,0,hi,"Rakesh, an out of luck DJ, has just found out that the gig he was to perform in Goa, has been canceled. He is in urgent requirement of money to save his Dad's clinic and in that desperation, partly agrees to carry a packet on his return flight to Delhi. He doesn't realise what's in the packet and the consequences. A bunch of devastated employees of an airline that is shutting down, decide to hijack it's last flight in a bid to recover some dues and to punish their employer. It's the same flight as DJ Rakesh's. With them are flying a bunch of interesting and some weird passengers. Things take a funny turn when people on the flight accidentally get high on the dope including the high jackers. As the plane loses it's direction, the fliers behave out of their minds, the flight turns into one big party...high in the sky.",/cOaSPUjCvufeilDXuwY7IYGJqMD.jpg,Comedy,Phantom Films,India,Hindi,
Sailaab,31-08-1990,0,hi,"Krishna is suffering from memory loss and is under the guidance of Dr Sushma. They fall in love and get married, but when Krishna gains his memory he tries to kill Dr Sushma.",/jcLKD3YWqCGUnUTFXczoDUm9lhH.jpg,"Action, Romance",,,,
Koi Mere Dil Mein Hai,03-06-2005,134,hi,"The wealthy Malhotra family consists of dad, Vikram, his wife, and son, Raj. They would like Raj to get married to their friend, Ishwarchand Mangatram Gore's only U.S. based daughter, Simran. But Raj is intent on finding his very own soul-mate - which he does in his sister's tutor, Asha, who comes from a poor family, and is refusing to accept any advances from him. On the other hand, Simran too refuses to marry Raj, as she is in love with Sameer, an up-coming singer. When Simran is summoned to India, and introduced to Raj, both plan to get their marriage canceled, and succeed. While both attempt to woo their sweethearts, they find that Sameer is Asha's betrothed. Both Simran and Raj must now come up with a plan so separate the two - and thus marry the partners of their choice.",/6uua1YADdc7u5HsW6YlKKrDGrrc.jpg,"Drama, Comedy, Romance",,India,Hindi,
Saboot,09-08-1980,132,hi,"Seth Dharamdas(Trilok Kapoor) is a wealthy businessman. Dharamdas decides to sell one of his factories to Dhanraj(Prem Chopra). Dhanraj tells this to Ajit Roy(Om Shivpuri), his partner, who has plans of his own. However, circumstances make Dharamdas change his mind and he decides to cancel this deal. Dhanraj doesn't want this deal be cancelled and hence bribes Dharamdas's trusted employees into killing him.  The quartet corner Dharamdas in a train and kill him after they get his sign over some crucial papers. They dispose off the dead body, making people think that Dharamdas has gone missing. But when the matter cools down, the villains start dying under mysterious circumstances. The investigation is handed over to the police. But is the killer a human, or has Dharamdas returned to exact his revenge?",/zZtE8OdK0XGpkxaSjzolFj8mpcA.jpg,Horror,"Bharath Pictures, Abbasi Bros.",India,Hindi,
Baat Ek Raat Ki,09-08-1962,145,hi,"A lawyer investigates the case of a woman who is adamant about taking the rap for a murder, although the details of the case don't add up.",/d0hadMSzEOkEEUlNJNYyJp8UlRj.jpg,,Alankar Chitra,India,Hindi,
Kasauti,05-08-1974,150,hi,"Sapna lives a simple life in the slums with her hard-working mother and her alcoholic step-father. One day she catches the eye of the wealthy smuggler Heera, who tries to seduce her, then sexually assaults her. Sapna is rescued by the young taxi driver Amit and the two fall in love, but vengeful Heera is not the only challenge to the couple's love.",/2YU9Ldgvqy6XBkKrW1MayabKwpx.jpg,,,India,Hindi,
New Delhi,01-01-1956,176,hi,"Complications, impersonations and moral dilemmas arise when a Punjabi pretends to be a Tamil in order to obtain accommodation in New Delhi. An eloquent and entertaining plea for national unity that manages to showcase several cultural traditions whilst encouraging people to laugh both with and at each other.",/bVWsF52L4TJhdaDZ0w1CHW6VHKd.jpg,"Romance, Drama",De Luxe Films,India,Hindi,"delhi, india"
Samraat,12-11-1982,148,hi,Samraat overview.,/lwt72ttGmSBYioOsd9juO0GCJ28.jpg,"Adventure, Romance",,,"Hindi, English",
Veer Savarkar,16-11-2001,165,hi,"Veer Savarkar is a Hindi language[1] 2001 Indian film based on the life of Vinayak Damodar Savarkar. This version was released on DVD format. This film was produced by Savarkar Darshan Prathisthan,[2] under the president-ship of Sudhir Phadke.[3] It premiered on 16 November 2001, in Mumbai, New Delhi, Nagpur and six other Indian cities.[4] Rediff.com reports a claim that it is the first movie in the world financed by public donations.[5] On 28 May 2012 its Gujarati language version was released by the then Chief Minister of Gujarat, Narendra Modi.[2]",/u1n2OGQFHv1iG817VpXEtRMrjeZ.jpg,History,,,Hindi,
